CLSID,ClassName
{2FE8F810-B2A5-11d0-A787-0000F803ABFC},CLSID DirectPlayLobby Object
{2FE9B39E-0062-41E5-A842-518E212C2CE0},CLSID PSFactoryBuffer
{2FFFBDEE-89CA-3092-A050-2F3B2D6DBA68},CLSID Microsoft.SqlServer.Management.Smo.Agent.NotifyType
{301056D0-6DFF-11D2-9EEB-006008039E37},CLSID MJPEG Decompressor
{3018609E-CDBC-47E8-A255-809D46BAA319},CLSID SSCE DropTable Listener Object
{301F77B0-A470-11D0-8821-00A0C903B83C},CLSID Encode Date Array Class
{3024B989-5633-39E8-B5F4-93A5D510CF99},CLSID Microsoft.CLRAdmin.MMC_PSO
{30276b4f-f25c-457c-a4b7-08574f8ea528},CLSID CLSID_ResultSetFactory
{3028902F-6374-48b2-8DC6-9725E775B926},CLSID IE AutoComplete
{302F4718-F838-330B-B64F-952E5A3689BB},CLSID Microsoft.SqlServer.Management.UI.ProgressStatus
{3037B4CD-A40B-401B-B676-2017EE8FAFF4},CLSID Wordpad DOCX Filter
{304CE942-6E39-40D8-943A-B913C40C9CD4},CLSID HNetCfg.FwMgr
{3050F391-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML Window Security Proxy
{3050F3B2-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML Javascript Pluggable Protocol
{3050f3B3-98b5-11cf-bb82-00aa00bdce0b},CLSID %Microsoft Image Element Browse Property Page%
{3050f3B4-98b5-11cf-bb82-00aa00bdce0b},CLSID %Microsoft Document Browse Property Page%
{3050f3BB-98b5-11cf-bb82-00aa00bdce0b},CLSID %Microsoft Anchor Element Browse Property Page%
{3050F3BC-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML Resource Pluggable Protocol
{3050F3C2-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML DwnBindInfo
{3050F3D6-98B5-11CF-BB82-00AA00BDCE0B},CLSID IImgCtx
{3050F3D9-98B5-11CF-BB82-00AA00BDCE0B},CLSID MHTML Document
{3050f3DA-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML Mailto Pluggable Protocol
{3050F406-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML About Pluggable Protocol
{3050f499-98b5-11cf-bb82-00aa00bdce0b},CLSID Microsoft HTML Recalc
{3050F4CF-98B5-11CF-BB82-00AA00BDCE0B},CLSID PeerFactory Class
{3050f4d8-98B5-11CF-BB82-00AA00BDCE0B},CLSID HTML Application
{3050f4e1-98b5-11cf-bb82-00aa00bdce0b},CLSID HtmlDlgHelper Class
{3050f4f5-98B5-11CF-BB82-00AA00BDCE0B},CLSID Trident HTMLEditor
{3050f4f8-98b5-11cf-bb82-00aa00bdce0b},CLSID Microsoft Html Component
{3050f5be-98b5-11cf-bb82-00aa00bdce0b},CLSID DownloadBehavior Class
{3050F5C8-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTA Document 6.0
{3050f664-98b5-11cf-bb82-00aa00bdce0b},CLSID LayoutRect Class
{3050f667-98b5-11cf-bb82-00aa00bdce0b},CLSID Microsoft Html Popup Window
{3050f67D-98b5-11cf-bb82-00aa00bdce0b},CLSID Microsoft Html Document for Popup Window
{3050f6b3-98b5-11cf-bb82-00aa00bdce0b},CLSID Template Printer class
{3050f6cd-98b5-11cf-bb82-00aa00bdce0b},CLSID Template Printer class
{3050f6d4-98b5-11cf-bb82-00aa00bdce0b},CLSID DeviceRect Class
{3050f819-98b5-11cf-bb82-00aa00bdce0b},CLSID HtmlDlgSafeHelper Class
{30510483-98B5-11CF-BB82-00AA00BDCE0B},CLSID Microsoft HTML Element Context Stream
{30655864-f8cd-45f9-b7d6-6721acb69c5e},CLSID Network Connection Helper Class
{30766BD2-EA1C-4F28-BF27-0B44E2F68DB7},CLSID Windows Search Root
{307F7E33-591F-384D-A1BE-1E3C4A6C1311},CLSID Microsoft.SqlServer.Management.Nmo.ApplicationDatabaseLogFile
{30803AB4-98EE-3811-852E-39AE4E2A9463},CLSID Microsoft.SqlServer.Management.Smo.SqlSmoState
{3080F90D-D7AD-11D9-BD98-0000947B0257},CLSID Show Desktop
{3080F90E-D7AD-11D9-BD98-0000947B0257},CLSID Window Switcher
{30AC0B94-3BDB-3199-8A5D-ECA0C5458381},CLSID System.Runtime.Serialization.OnDeserializingAttribute
{30C3B080-30FB-11d0-B724-00AA006C1A01},CLSID CoMapMIMEToCLSID Class
{30D02401-6A81-11d0-8274-00C04FD5AE38},CLSID IE Search Band
{30d49246-d217-465f-b00b-ac9ddd652eb7},CLSID Identity Store
{3124C396-FB13-4836-A6AD-1317F1713688},CLSID SAX XML Reader 3.0
{3132E802-6B4F-4D4E-B8E1-DF5A469C5B29},CLSID PropertyBags Class
{3133A7FE-BC5F-4D81-BF02-184ECC88D66E},CLSID VSTO SmartTag Recognizer
{3140F5B6-093F-4F94-9141-5DF9EE10BC27},CLSID MSASR Locale Handler Class (1033)
{31411198-a502-11d2-bbca-00c04f8ec294},CLSID HxSession Class
{314111b8-a502-11d2-bbca-00c04f8ec294},CLSID Microsoft Help 2.0 Contents Control
{314111c6-a502-11d2-bbca-00c04f8ec294},CLSID Microsoft Help 2.0 Index Control
{314111c7-a502-11d2-bbca-00c04f8ec294},CLSID HxProtocol Class
{314111f0-a502-11d2-bbca-00c04f8ec294},CLSID HxRegistryWalker Class
{314111f7-a502-11d2-bbca-00c04f8ec294},CLSID HxParseDisplayName Class
{31411219-a502-11d2-bbca-00c04f8ec294},CLSID HxRegisterSession Class
{31411228-a502-11d2-bbca-00c04f8ec294},CLSID HxRegisterProtocol Class
{317E92FC-1679-46FD-A0B5-F08914DD8623},CLSID InstallationAgent Class
{317F3AA1-A5F5-4310-9401-BAE5DAC386C6},CLSID text persistent handler for mapi email
{319AF488-65B2-497D-8890-273112C2633B},CLSID SCREnterpriseSessionManager Class
{319EB2B5-2D89-42E2-8D06-F36BF6BD71BE},CLSID VLEHost Class
{31b11d80-9ed7-44f7-b1cd-c95992a738b9},CLSID Layer Composer
{31b231f6-546d-4f9b-ac95-0f963d72559c},CLSID Sync Command State Handler
{31b7c920-2880-11d0-8d51-00a0c908dbf1},CLSID Korean_Default Word Breaker Resources
{31C967B5-2F8A-3957-9C6D-34A0731DB36C},CLSID System.Globalization.StringInfo
{31D353B3-0A0A-3986-9B20-3EC4EE90B389},CLSID System.EnterpriseServices.Internal.ServerWebConfig
{31DCBC0C-20D8-40b0-A409-F4474A942358},CLSID TcpiObj Class
{31DFEE76-E55E-346F-8318-E105CEFBA13D},CLSID Microsoft.Office.Interop.Outlook.OlTaskOwnership
{32239586-29DE-4268-8AF3-CE7658D3D672},CLSID SkinMiscControls Object
{322B1A9F-0579-42F6-81CF-5789DC250704},CLSID Dart SnmpTable Object
{322B69C7-0A32-37F6-BCB8-6F4B0AF406C1},CLSID Microsoft.SqlServer.Management.Smo.Broker.ServiceContract
{32374F0E-85D3-4408-9BD0-887E3EEAE7F0},CLSID IE JScript Profiler Core
{323CA680-C24D-4099-B94D-446DD2D7249E},CLSID Favorites
{324A4040-66EA-338D-94C5-F1F48628C2D0},CLSID Microsoft.SqlServer.Replication.SubscriberType
{3252B423-09FC-3F06-BBA9-BDAFE34A1E86},CLSID Microsoft.SqlServer.Replication.MonitorCacheRefreshPolicy
{325A574A-F862-3D7C-BBB5-67A68ED239DC},CLSID Microsoft.SqlServer.Management.Smo.Table
{32624F4B-F1D5-4877-989E-555640109D2B},CLSID Windows Photo Viewer Gallery Interface
{32714800-2E5F-11d0-8B85-00AA0044F941},CLSID For &People...
{328B0346-7EAF-4BBE-A479-7CB88A095F5B},CLSID LayoutFolder
{32A029CF-C170-3F34-B1EF-34A43A56D20F},CLSID Microsoft.SqlServer.Management.Smo.Synonym
{32A8A4AF-4F73-49E5-8D92-FDB18310262E},CLSID Microsoft.AnalysisServices.MeasureGroupType
{32B533BB-EDAE-11d0-BD5A-00AA00B92AF1},CLSID AP Class Install Handler filter
{32BA16FD-77D9-4AFB-9C9F-703E92AD4BFF},CLSID CtTuner Class
{32BAED44-34B5-11D3-9315-00C04F72D6CF},CLSID MSSCP Class
{32be5ed2-5c86-480f-a914-0ff8885a1b3f},CLSID RDPViewer Class
{32C5A81F-27C0-4E66-A894-786F646F1236},CLSID PSFactoryBuffer
{32d186a7-218f-4c75-8876-dd77273a8999},CLSID Microsoft AAC Audio Decoder MFT
{32DA2B15-CFED-11D1-B747-00C04FC2B085},CLSID Script Encoder Object
{32E7DC13-1E22-4D7E-8AC7-D2E718DE8042},CLSID InfraProfileExistsErrorPage
{3318360C-1AFC-4D09-A86B-9F9CB6DCEB9C},CLSID ClassicLangBar
{3336B8BF-45AF-429f-85CB-8C435FBF21E4},CLSID ClassicW Class
{333C7BC4-460F-11D0-BC04-0080C7055A83},CLSID Tabular Data Control
{334125C0-77E5-11D3-B653-00C04F79498E},CLSID BDA Data Services Feature Segment
{334857cc-f934-11d2-ba96-00c04fb6d0d1},CLSID ADs DN With String Object
{335CB6A5-AF24-44C5-8815-2B203DECA538},CLSID Microsoft.AnalysisServices.OrderBy
{335F47DF-6B6E-3320-BCC9-662844EEF0A0},CLSID Microsoft.Office.Interop.Access.AcPrintPaperBin
{336475D0-942A-11CE-A870-00AA002FEAB5},CLSID MPEG-I Stream Splitter
{337754AA-CF6E-4be8-8F13-F6AC91524EDC},CLSID Microsoft SQL Server Averaging Conflict Resolver
{338E9310-7C07-11CE-8CA9-00AA0044BB60},CLSID Microsoft Forms 2.1 ControlPalette
{33BCC8EC-0D01-4E10-AD3D-4DAF749873ED},CLSID Browser Application State
{33C4643C-7811-46FA-A89A-768597BD7223},CLSID PSFactoryBuffer
{33C53A50-F456-4884-B049-85FD643ECFED},CLSID TF_InputProcessorProfiles
{33c86cd6-705f-4ba1-9adb-67070b837775},CLSID Onex PLAP Smartcard Credential Provider
{33D9A760-90C8-11D0-BD43-00A0C911CE86},CLSID ICM Class Manager
{33D9A761-90C8-11d0-BD43-00A0C911CE86},CLSID ACM Class Manager
{33D9A762-90C8-11d0-BD43-00A0C911CE86},CLSID WaveIn Class Manager
{33FACFE0-A9BE-11D0-A520-00A0D10129C0},CLSID SAMI (CC) Reader
{3429E395-176B-4a0a-863D-FCA6B19073BA},CLSID GeneralProperties Class
{343D770D-7788-47c2-B62A-B7C4CED925CB},CLSID WpcNotificationsMigration
{3449A1C8-C56C-11D0-AD72-00C04FC29863},CLSID MSDataShape
{3465E465-E525-4024-83BF-05BBC1D3A38A},CLSID FormulaFunctionGroup Class
{346D5B9F-45E1-45C0-AADF-1B7D221E9063},CLSID System.EnterpriseServices.Internal.SoapClientImport
{348B07EF-B472-48F2-A906-46D82096A723},CLSID Filters Class
{348C9CFF-CB90-4024-AE22-F17259A3934B},CLSID WlanBalloonHandler Class
{3495E5FA-2A90-3CA7-B3B5-58736C4441DD},CLSID System.ParamArrayAttribute
{349C4755-B8C0-4298-95FA-32C2AAD74AC7},CLSID ChartDefinition Class
{34A19196-274E-4D75-9D30-D7A45A0A4178},CLSID Windows Live Services Class
{34a3d570-67d9-4265-a9ee-8c3fa3dfeccf},CLSID TravelLog
{34c219bd-85c1-4338-95e8-788a36901dc2},CLSID Configure Windows Portable Device Task Class
{34D8D15E-9B82-48BB-92BD-A529F7F9C022},CLSID HTTPCommunicationAdapter Class
{34DAE6A5-193D-3A31-9B8E-0EFBD94275DC},CLSID Microsoft.SqlServer.Replication.DistributionPublication
{34e6abfe-e9f4-4ddf-895a-7350e198f26e},CLSID Microsoft Feeds Arbiter LoRi Broker
{35021B53-2FDF-4E7D-B94E-042C41C8D32D},CLSID The DataDefController is used to add, remove, and modify the data definition of the report. The data definition defines which data is being retrieved and how the data is grouped, summarized, and filtered.
{3508C064-B94E-420b-A821-20C8096FAADC},CLSID AtscPsipParser Class
{35117bca-71f9-4399-8709-f380c7aaa8bd},CLSID Screen Fade
{3523c2fb-4031-44e4-9a3b-f1e94986ee7f},CLSID Microsoft RDP Client Control - version 3
{35298344-96A6-45E7-9B6B-62ECC6E09920},CLSID PSFactoryBuffer
{352EC2B7-8B9A-11D1-B8AE-006008059382},CLSID Shell Application Manager
{3540D440-5B1D-49cb-821A-E84B8CF065A7},CLSID MSVidCtl Analog Capture to XDS Composition Segment
{355DFFAA-3B9F-435c-B428-5D44290BC5F2},CLSID WpcSettingsProvider Class
{35786D3C-B075-49b9-88DD-029876E11C01},CLSID Portable Devices
{35807CE4-D48D-49B0-AE77-798B1F2B5F58},CLSID ReportStateInfo Class
{35b1d3bb-2d4e-4a7c-9af0-f2f677af7c30},CLSID WNet Provider Class
{35C61CC2-5851-4F2D-89B6-4F9BB4B4193F},CLSID Microsoft Search Property System Change Notify Handler
{35CC8486-4FB1-11D3-A5DA-00C04F88249B},CLSID Microsoft Korean IME HandWriting Applet
{35D94227-15B0-33F0-8D83-59A48577423A},CLSID Microsoft.Office.Interop.Access.AcSpreadSheetType
{35E946E4-7CDA-3824-8B24-D799A96309AD},CLSID System.Collections.CaseInsensitiveComparer
{3605B612-C3CF-4ab4-A426-2D853391DB2E},CLSID Certificates Class
{361957DD-DDA3-4214-B5F7-4B5A4DD43662},CLSID FormulaField Class
{3630A302-890F-3F2D-B6C2-8120B82E2879},CLSID Microsoft.SqlServer.Management.Smo.UserDefinedFunction
{3632DD5A-AA46-4063-8312-26F0D9050B88},CLSID Microsoft.AnalysisServices.TableBinding
{366C32DC-F5AC-4D0F-A7C1-CD78E6307B8A},CLSID KiwiSDTaskEngine.WebLogger
{3681DC37-0080-3B98-826B-E7383ECB02FD},CLSID Microsoft.AnalysisServices.TransportCompression
{369647e0-17b0-11ce-9950-00aa004bbb1f},CLSID Neutral Word Breaker
{36a479ef-8b67-4d01-8dda-753cfcb2dd96},CLSID CLSID_FilteredItemFactory
{36CE07D1-0987-372B-AAEE-05D561F7A1B6},CLSID Microsoft.SqlServer.Replication.HeterogeneousColumn
{36DCDA30-DC3B-4D93-BE42-90B2D74C64E7},CLSID System.EnterpriseServices.RegistrationConfig
{36f0bd14-d84d-468c-b79c-9990f3fa897f},CLSID Multi Object Elevation Factory
{36F54939-CD3B-4C73-92D5-F9A389ED631C},CLSID Enhanced Storage Autoplay Handler Class
{3700D865-1FA7-3F3F-B9A4-F25964DF9701},CLSID Microsoft.SqlServer.Management.Nmo.ApplicationDatabaseFileGroup
{370355BF-7C27-49F8-9D89-4D2F9466D856},CLSID Microsoft.AnalysisServices.ImpactDetail
{370A1D5D-DDEB-418C-81CD-189E0D4FA443},CLSID VBI Codec
{371D0743-7A57-11D2-AD5A-00105A17B608},CLSID Dart Udp Control
{3722c3b1-82e8-4022-8b27-1f8a68b44ac7},CLSID CLSID_ProviderConfig
{372FCE38-4324-11D0-8810-00A0C903B83C},CLSID CertConfig Class
{3730bbf8-631a-48fb-9085-e2143c11563b},CLSID XWizard Factory Generated Class (HomeGroup Empty Hook Page)
{373216F7-3595-38F0-9F03-53D572E3EBEE},CLSID Microsoft.SqlServer.Management.Smo.UserDefinedType
{3734FF83-6764-44B7-A1B9-55F56183CDB0},CLSID Sync Center (Internal)
{373984C9-B845-449B-91E7-45AC83036ADE},CLSID XML Schema Cache
{373E4E45-0081-493C-A139-1CC36F7CC8A5},CLSID DBField Class
{373FF7F0-EB8B-11CD-8820-08002B2F4F5A},CLSID Microsoft Slider Control, version 5.0 (SP2)
{373FF7F4-EB8B-11CD-8820-08002B2F4F5A},CLSID Slider General Property Page Object
{374050DD-6190-3257-8812-8230BF095147},CLSID System.Globalization.JapaneseCalendar
{3756e7f5-e514-4776-a32b-eb24bc1efe7a},CLSID State of built-in commands
{375ff002-dd27-11d9-8f9c-0002b3988e81},CLSID WCN-Config Function Discovery Provider Class
{379E501F-B231-11D1-ADC1-00805FC752D8},CLSID MsxmlIsland
{37A61C8B-7F8E-4d08-B12B-248D73E9AB4F},CLSID Secure Http Scheme Handler
{37B0353C-A4C8-11D2-B634-00C04F79498E},CLSID File Playback Device Segment
{37B03543-A4C8-11D2-B634-00C04F79498E},CLSID Standard Video Renderer Device Segment
{37B03544-A4C8-11D2-B634-00C04F79498E},CLSID Standard Audio Renderer Device Segment
{37C3AB0E-05F6-3CF2-BE7A-4BFB15BF980D},CLSID Microsoft.AnalysisServices.ProactiveCachingTablesBinding
{37c84fa0-d3db-11d0-8d51-00a0c908dbf1},CLSID Korean_Default Stemmer Resources
{37E92A92-D9AA-11D2-BF84-8EF2B1555AED},CLSID Audio Renderer Advanced Properties
{37ea3a21-7493-4208-a011-7f9ea79ce9f5},CLSID Open Containing Folder Menu
{37EB631E-4CBA-32BE-8EBB-509D3575D288},CLSID Microsoft.SqlServer.Replication.PendingCommandInfo
{37efd44d-ef8d-41b1-940d-96973a50e9e0},CLSID Windows Sidebar Properties
{37F863F0-C95D-4E65-817C-E7D13B93A9B5},CLSID ConstantValue Class
{38334D64-E72C-4AD7-967E-6FE6E5EDE0B3},CLSID EditItems Class
{383b69fa-5486-49da-91f5-d63c24c8e9d0},CLSID Device Pairing Handler Class
{384C2DC6-3D20-457B-B912-3C5E68D262AD},CLSID Microsoft.AnalysisServices.AttributeType
{384ea5ae-ade1-4e8a-8a9b-7bea78fff1e9},CLSID CLSID_BinaryAutoList
{385109F5-20BE-44C5-BC52-53A3689DF6B1},CLSID Microsoft Visual Web Developer 12.0 ActiveX Object Tag Property Page
{385A91BC-1E8A-4e4a-A7A6-F4FC1E6CA1BD},CLSID DXTFilter
{38726B53-6CD2-3086-9881-50C53273041A},CLSID Microsoft.SqlServer.Management.Smo.Agent.Operator
{3882134d-14cf-4220-9cb4-435f86d83f60},CLSID PortableDeviceValuesCollection Class
{388D606F-AF7B-4AD2-AC22-6B4FE70CE286},CLSID Create and edit Wired policies
{38B22A43-49A8-45ab-BEB7-9137A488B1D3},CLSID Quarantine Private QA Management class
{38F03426-E83B-4E68-B65B-DCAE73304838},CLSID Custom Composition Segment from Data Services to Time Shift Sink
{3901CC3F-84B5-4FA4-BA35-AA8172B8A09B},CLSID DirectSound 8.0 Object
{3908C3CD-4478-4536-AF2F-10C25D4EF89A},CLSID WiaVideo Class
{390E92C9-FA66-3357-BEF2-45A1F34186B9},CLSID System.Security.Policy.GacMembershipCondition
{3918D75F-0ACB-41F2-B733-92AA15BCECF6},CLSID SpObjectTokenEnum Class
{39583A47-3F35-4469-A534-CB784E163305},CLSID PSFactoryBuffer
{3979C976-6386-3BB8-8DE2-8617B5F98968},CLSID Microsoft.Office.Interop.Access.AcFormView
{398A84EF-F7F5-405E-A642-3C3CE569257F},CLSID Microsoft.AnalysisServices.CubeAttributeBinding
{399650A0-B842-43A0-85DF-6D6113F2D272},CLSID RecordBatches Class
{39981129-C287-11D0-8D8C-00C04FD6202B},CLSID CLSID_CMAPIAcctImport
{39AE2AEA-D4D5-4DA0-AE47-C020E1BE4BE5},CLSID CLSID_JetDatabaseSession
{39B68485-6773-3C46-82E9-56D8F0B4570C},CLSID System.Security.Cryptography.MACTripleDES
{39C42C60-85F5-40ED-BF39-975A0AA0B2A4},CLSID HandWritingSkin Class
{39DFDC96-0B38-4DDF-9514-F387EE32407B},CLSID Microsoft.AnalysisServices.RoleMemberCollection
{39F8D76B-0928-11D1-97DF-00C04FB9618A},CLSID Microsoft DTC Transaction
{3A04D93B-1EDD-4f3f-A375-A03EC19572C4},CLSID MaskFilter
{3A410F21-553F-11d1-8E5E-00A0C92C9D5D},CLSID IDMRemoteServer_PSFactory
{3A59A18B-F03C-48CB-8AA7-181D35291FD7},CLSID IIMECheckDefaultInputProfile
{3A614B00-FB18-46F3-950E-682A46A48B9F},CLSID PSFactoryBuffer
{3a64898b-20a7-4384-894b-7273c3539f2f},CLSID MIME Filter PersistentHandler
{3A8CCCBC-0EFD-43a3-B838-F38A552BA237},CLSID CTocEntryList
{3A9428A7-31A4-45E9-9EFB-E055BF7BB3DB},CLSID BDA Tuning Model Channel ID Tune Request
{3AA4EAEA-A473-4a57-96F9-534C049211D3},CLSID XMLProvider Replication Component
{3AA506AA-BFEA-3FAB-9D74-C9CF63E2A42C},CLSID Microsoft.SqlServer.Replication.PublisherMonitor
{3ABEAFC4-F48F-4517-A9B0-8AD6A94A99A1},CLSID Publication Services Data
{3ad05575-8857-4850-9277-11b85bdb8e09},CLSID Copy/Move/Rename/Delete/Link Object
{3ADCE5CC-13C8-4573-B328-ED438EB694F9},CLSID CAviTocParser
{3AE86B20-7BE8-11D1-ABE6-00A0C905F375},CLSID MPEG-2 Splitter
{3B0398C9-7812-4007-85CB-18C771F2206F},CLSID System.EnterpriseServices.Internal.ComManagedImportUtil
{3B0CA811-CE3D-4D48-AC20-599893F963B3},CLSID KiwiGrid.IGridCellOwnerDraw
{3B1B5147-715E-49e0-AE9F-ADF86724BB89},CLSID CLSID_DateTimeIntervalGenerator
{3B2B6775-70B6-45AF-8DEA-A209C69559F3},CLSID DirectPlay8LobbyClient Object
{3B2D194D-F107-4489-ABF8-57A125275E4E},CLSID Bluewire General Property Sheet
{3B68879A-2CE5-419D-BB70-F39E1F66B06F},CLSID MathRecognizer Class
{3B77C93A-5455-3AF4-B817-0F98C78B0CB2},CLSID Microsoft.SqlServer.Replication.MergeDynamicSnapshotJob
{3B79AFC8-88BC-4ACC-A9FB-DDE75ED4FB98},CLSID ParagraphTextElement Class
{3B881B82-5BF4-4657-A3A2-CCE17E4FD39A},CLSID Nap Server Info class
{3bb4118f-ddfd-4d30-a348-9fb5d6bf1afe},CLSID Time Categorizer
{3BC1F525-6332-4D83-9A94-BF5F403CA6E5},CLSID CrossTabGridOptions Class
{3BD1F243-9BC4-305D-9B1C-0D10C80329FC},CLSID System.ArgumentNullException
{3BE2DBA1-43F6-4B0E-B2C5-A5AB2856BA07},CLSID Microsoft Visual Studio 2008 Tools for Office Design-Time Adaptor for Word 2007
{3BE4278A-8DD5-447b-AB2E-DD49C2576F65},CLSID Subscriber Replication Component
{3BEE4890-4FE9-4A37-8C1E-5E7E12791C1F},CLSID SpSharedRecognizer Class
{3BF043EF-A974-49B3-8322-B853CF1E5EC5},CLSID Microsoft VolumeControlService Class
{3C0FD240-C563-40BF-B55D-0C8DF6FFA955},CLSID KiwiSDTaskEngine.DBLogger
{3c2654c6-7372-4f6b-b310-55d6128f49d2},CLSID Alphabetical Categorizer
{3C305196-50DB-11D3-9CFE-00C04FD930C5},CLSID DirectDraw7 Object
{3C3122E3-8EC1-4C78-A329-1208C3646330},CLSID CIRowsetOnValueGrid Class
{3C374A40-BAE4-11CF-BF7D-00AA006946EE},CLSID Microsoft Url History Service
{3C380F57-AE5F-3AF3-8D26-7D4BA2EEE3C9},CLSID Microsoft.AnalysisServices.RestoreInfo
{3C3A70A7-A468-49B9-8ADA-28E11FCCAD5D},CLSID RASrv Class
{3C419198-5249-3810-BAF8-6C4603D9B4F3},CLSID Microsoft.SqlServer.Replication.RetentionPeriodUnits
{3C4708DC-B181-46A8-8DA8-4AB0371758CD},CLSID MSVidCtl SBE Source to Video Mixing Renderer Composition Segment
{3C4D4290-9F8A-31E4-92DF-D64E37251C82},CLSID Microsoft.SqlServer.Management.Smo.Agent.FindOperand
{3C5F432A-EF40-4669-9974-9671D4FC2E12},CLSID MMC Plugable Internet Protocol
{3C61C496-8BDD-34C3-B064-A8A00FC5ACAF},CLSID Microsoft.Office.Interop.Outlook.OlActionReplyStyle
{3c6859ce-230b-48a4-be6c-932c0c202048},CLSID Sxs Store Class
{3C70A419-BB4D-4B5E-8EC1-5B42056BB13F},CLSID SummaryField Class
{3C9DCA8B-4410-3143-B801-559553EB6725},CLSID System.Text.UTF7Encoding
{3CCF8A41-5C85-11d0-9796-00AA00B90ADF},CLSID Shell DeskBarApp
{3CD62A57-BE72-35F3-BB9C-E389DDD9A4D6},CLSID Microsoft.AnalysisServices.AggregationType
{3CDED51A-86B4-39F0-A12A-5D1FDCED6546},CLSID System.Runtime.Remoting.RemotingTimeoutException
{3CE74DE4-53D3-4D74-8B83-431B3828BA53},CLSID TF_DisplayAttributeMgr
{3CF74D9E-465A-3346-BE13-29D3189080B8},CLSID Microsoft.AnalysisServices.InstanceSelection
{3D07A539-35CA-447C-9B05-8D85CE924F9E},CLSID Closed Captions Analysis Filter
{3D112E22-62B2-11D1-9FEF-00600832DB4A},CLSID MMCTask class
{3d154a2d-d911-437e-a30c-5f56a9b7081d},CLSID Extract Const Icon Handler
{3D367908-928F-3C13-8B93-5E1718820F6D},CLSID System.Security.Cryptography.RIPEMD160Managed
{3D813DFE-6C91-4A4E-8F41-04346A841D9C},CLSID MXXMLWriter 3.0
{3D924BB8-2633-4a42-8802-962D83D1C234},CLSID Microsoft SQL Server Proxy Message Replication Provider
{3D96ED94-5D75-4165-9E1F-1A642C7BA316},CLSID Windows Media Player WMEncTextInputSource Class
{3DA67B84-F195-11D2-909B-00105A17B608},CLSID Dart SnmpVariable Object
{3DA67B86-F195-11D2-909B-00105A17B608},CLSID Dart SnmpVariables Object
{3DA67B88-F195-11D2-909B-00105A17B608},CLSID Dart SnmpTrap Object
{3DA67B8A-F195-11D2-909B-00105A17B608},CLSID Dart SnmpTraps Object
{3DA67B8C-F195-11D2-909B-00105A17B608},CLSID Dart SnmpMib Object
{3DA67B8E-F195-11D2-909B-00105A17B608},CLSID Dart SnmpMessage Object
{3DA67B91-F195-11D2-909B-00105A17B608},CLSID Dart Agent Control
{3DA67B94-F195-11D2-909B-00105A17B608},CLSID Dart Manager Control
{3dad6c5d-2167-4cae-9914-f99e41c12cfa},CLSID Include In Library Sub Context Menu
{3DC09436-7D83-4BA0-ADDC-CD47F996C5BA},CLSID AudioMeter Class
{3DC7A020-0ACD-11CF-A9BB-00AA004AE837},CLSID The Internet
{3dd53d40-7b8b-11D0-b013-00aa0059ce02},CLSID CDL: Asychronous Pluggable Protocol Handler
{3dd6bec0-8193-4ffe-ae25-e08e39ea4063},CLSID NPProvider
{3DDB2114-9285-30A6-906D-B117640CA927},CLSID System.Security.Policy.ApplicationDirectoryMembershipCondition
{3DECD5DD-A27B-48DC-8BAA-2682CFA265FF},CLSID Workspace Setup Message Page
{3E000D72-A845-4CD9-BD83-80C07C3B881F},CLSID CMLUAUTIL
{3E458037-0CA6-41aa-A594-2AA6C02D709B},CLSID SBE2FileScan
{3E4D4F1C-2AEE-11D1-9D3D-00C04FC30DF6},CLSID oleprn Class
{3E5509F0-1FB9-304D-8174-75D6C9AFE5DA},CLSID System.Threading.ThreadStateException
{3E5FC7F9-9A51-4367-9063-A120244FBEC7},CLSID CMSTPLUA
{3E669F1D-9C23-11d1-9053-00C04FD9189D},CLSID DXSurface Modifier
{3e71f26d-136f-4545-813f-35276024b705},CLSID XML Feed Subscribe Dialog
{3E784A01-F3AE-4DC0-9354-9526B9370EBA},CLSID SAXAttributes 3.0
{3E8DA561-3E39-3A6B-8610-4ABD75797A2F},CLSID Microsoft.SqlServer.Management.Smo.AsymmetricKey
{3E8E0F03-D3FD-3A93-BAE0-C74A6494DBCA},CLSID System.AppDomainSetup
{3EA48300-8CF6-101B-84FB-666CCB9BCD32},CLSID OLE Docfile Property Page
{3EDEB818-A0ED-43F2-8CFC-C2330F1EB37E},CLSID Microsoft.AnalysisServices.RelationalDataSource
{3EE60F5C-9BAD-4CD8-8E21-AD2D001D06EB},CLSID InkObject Class
{3EE90591-A750-42DF-92FE-4A3C4E3B011A},CLSID Microsoft.AnalysisServices.ReportAction
{3eef301f-b596-4c0b-bd92-013beafce793},CLSID Destkop Undo Manager
{3EF61487-13C3-46DC-8BBD-7E51B30DC991},CLSID Microsoft.AnalysisServices.DataSourceViewBinding
{3EF76D68-8661-4843-8B8F-C37163D8C9CE},CLSID Custom Composition Segment from CCA to Stream Buffer Source
